date,total_sales,dcoilwtico,total_onpromotion,is_payday,post_earthquake,weeks_since_eq,eq_effect,is_holiday,holiday_type_Additional,holiday_type_Bridge,holiday_type_Celebrated,holiday_type_Event,holiday_type_Holiday,holiday_type_Transfer,holiday_type_Work Day,holiday_type_nan
2013-10-23,323105.11598,96.9,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-24,276059.0800025,96.65,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-25,317570.4260338,97.4,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-26,452902.363914,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-27,512891.4830689,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-28,346941.91396,98.74,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-29,302332.9969864,98.29,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-30,319494.7050373,96.81,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-10-31,298195.433106,96.29,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-01,403637.232955,94.56,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-02,540615.555037,,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-11-03,602796.556029,,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-11-04,424314.167046,94.58,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-05,393322.182909,93.4,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-06,386426.9788195,94.74,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-11-07,346293.3400477,94.25,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-11-08,358473.978049,94.56,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-09,513850.32307,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-10,587666.490239,,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-11-11,374087.890067,95.13,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-11-12,373277.748034,93.12,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-11-13,332279.2568851,93.91,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-14,284567.4029707,93.76,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-15,349383.296052,93.8,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-16,524065.5881155,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-17,579209.228924,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-18,391945.551999,93.03,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-19,329455.2710234,93.35,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-20,354337.734795,93.34,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-21,298047.047965,95.35,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-22,340734.213038,94.53,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-23,485544.298837,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-24,550925.293106,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-25,365965.5090102,93.86,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-26,323292.830024,93.41,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-27,337083.286026,92.05,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-28,305982.981947,92.05,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-29,357000.404165,92.55,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-11-30,541977.655801,,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-12-01,698217.128989,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-12-02,495488.366984,93.61,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-12-03,424438.046973,95.83,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-12-04,424147.0459855,96.97,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-12-05,386406.804985,97.14,0,False,0,0,0.0,True,True,False,False,False,False,False,False,False
2013-12-06,432661.755068,97.48,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-12-07,537181.319801,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-12-08,588855.895921,,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2013-12-09,442309.3141075,97.1,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-12-10,414421.695986,98.32,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-12-11,422957.198908,97.25,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-12-12,384256.080979,97.21,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-12-13,434657.0129787,96.27,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-12-14,554911.917024,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-12-15,642015.7758165,,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-12-16,516060.290853,97.18,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-12-17,480470.71684249997,96.99,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-12-18,527481.336925,97.59,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-12-19,507461.038187,98.4,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-12-20,544104.2676365,99.11,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-12-21,685673.07474,,0,False,0,0,0.0,True,True,False,False,False,False,False,False,False
2013-12-22,696295.146867,,0,False,0,0,0.0,True,True,False,False,False,False,False,False,False
2013-12-23,792865.284427,98.62,0,False,0,0,0.0,True,True,False,False,False,False,False,False,False
2013-12-24,620663.290732,98.87,0,False,0,0,0.0,True,True,False,False,False,False,False,False,False
2013-12-26,470731.1624137,99.18,0,False,0,0,0.0,True,True,False,False,False,False,False,False,False
2013-12-27,479314.968043,99.94,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-12-28,556952.3059789999,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-12-29,499719.5049237,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-12-30,635134.7358515,98.9,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2013-12-31,507264.6630475,98.17,0,True,0,0,0.0,True,True,False,False,False,False,False,False,False
2014-01-01,8602.065404,98.17,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2014-01-02,801011.226041,95.14,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-03,680672.845603,93.66,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-04,936628.8866039,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-05,949618.78894,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-06,602268.564009,93.12,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-07,563450.5988595,93.31,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-08,636176.853478,91.9,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-09,496377.933414,91.36,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-10,543055.329066,92.39,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-11,787321.455619,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-12,844633.598917,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-13,555547.0150185,91.45,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-14,502643.104285,92.15,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-15,567067.469069,93.78,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-16,502789.214207,93.54,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-17,542937.915657,93.96,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-18,786779.8899055,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-19,851735.334091,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-20,575850.061871,93.96,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-21,538817.207912,94.51,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-22,553097.596874,96.35,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-23,460789.0398597,97.23,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-24,526124.572256,96.66,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-25,733880.979053,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-26,814057.732862,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-27,540798.833711,95.82,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-28,481593.435798,97.49,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-29,512853.989922,97.34,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-30,453642.9707033,98.25,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-01-31,560816.192394,97.55,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-01,648870.19898,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-02,619805.537102,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-03,461637.5229585,96.44,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-04,403189.5869763,97.24,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-05,399138.3059075,97.4,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-06,359139.101529,97.84,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-07,389471.568011,99.98,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-08,530128.059914,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-09,520753.7470746,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-10,396622.737011,100.12,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-11,358382.7339877,99.96,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-12,387758.393971,100.38,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-13,347373.2985675,100.27,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-14,361206.4069057,100.31,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-15,538893.357859,,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-16,595300.23508,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-17,412029.2879535,100.31,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-18,365331.247942,102.54,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-19,360161.6390075,103.46,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-20,322451.9201135,103.2,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-21,369403.653633,102.53,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-22,538206.082827,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-23,487896.463891,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-24,404224.188997,103.17,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-25,351418.110084,102.2,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-26,353604.266985,102.93,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-27,330330.185244,102.68,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-02-28,425624.795466,102.88,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-01,911360.2578707,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-02,667413.052988,,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2014-03-03,613973.031386,105.34,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2014-03-04,748930.902096,103.64,0,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2014-03-05,741756.416525,101.75,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-06,614082.444339,101.82,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-07,598242.341178,102.82,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-08,753345.259201,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-09,916117.649984,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-10,587414.828974,101.39,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-11,539365.375063,100.29,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-12,575676.797032,98.29,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-13,473298.042544,98.57,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-14,530515.2554715,99.23,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-15,731049.789851,,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-16,929808.492772,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-17,612719.522118,98.43,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-18,537427.86875,100.08,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-19,585974.657018,100.71,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-20,500897.112641,99.68,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-21,548811.469984,99.97,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-22,771704.933772,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-23,838814.636064,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-24,571762.044919,100.05,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-25,539861.6183493,99.66,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-26,569680.543547,100.61,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-27,468581.39830400003,101.25,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-28,538905.781947,101.73,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-29,822333.142686,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-30,873958.8396415,,0,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-03-31,651800.509461,101.57,0,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-01,485079.887001,99.69,8,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2014-04-02,463917.316107,99.6,4,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-03,388867.961418,100.29,120,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-04,422578.745073,101.16,5,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-05,617680.194045,,7,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-06,631888.250898,,7,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-07,426091.1040178,100.43,3,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-08,376663.272105,102.57,8,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-09,375309.08201199997,103.55,4,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-10,334052.7571255,103.37,119,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-11,379646.845927,103.68,14,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-12,529919.922964,,10,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2014-04-13,540190.281942,,16,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-14,381386.309033,104.05,8,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2014-04-15,364689.054991,103.7,45,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-16,411357.084985,103.71,45,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-17,397464.842904,104.33,455,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-18,394392.184115,104.33,37,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2014-04-19,496904.749136,,36,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-20,520126.3980386,,56,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-21,398677.396998,104.35,28,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2014-04-22,370552.249018,101.69,49,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-23,372232.595049,101.47,58,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-24,320875.477858,102.2,460,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-25,357173.708433,100.85,22,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-26,497334.735036,,39,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-27,560508.420995,,52,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-28,362271.9169815,101.13,65,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-29,326338.348031,101.56,73,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-04-30,357079.964912,100.07,86,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-01,530380.848064,99.69,547,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2014-05-02,443284.891212,100.09,215,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-03,610391.748971,,72,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-04,646164.863883,,58,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-05,427601.704071,99.74,67,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-06,388945.890086,99.81,84,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-07,391932.183945,101.06,71,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-08,337483.713217,100.52,472,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-09,381335.196055,100.32,218,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-10,577012.026997,,61,False,0,0,0.0,True,True,False,False,False,False,False,False,False
2014-05-11,454512.928937,,59,False,0,0,0.0,True,False,False,False,True,False,False,False,False
2014-05-12,398251.889006,100.89,61,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2014-05-13,360734.522978,102.01,65,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-14,356373.806985,102.63,151,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-15,332272.8296378,101.74,534,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-16,380822.742652,102.31,1188,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-17,537873.964019,,129,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-18,634519.7368283,,139,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-19,388814.744958,102.95,110,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-20,354372.33997,102.8,157,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-21,356898.483031,104.31,191,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-22,310660.142642,104.03,1561,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-23,349549.892726,105.01,1274,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-24,516627.261707,,220,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2014-05-25,573412.21016,,218,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-26,373831.086112,105.01,188,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-27,327642.143098,104.78,196,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-28,338481.784057,103.37,192,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-29,326624.5773325,104.26,1586,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-30,375782.6398709,103.4,1224,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-05-31,597192.467989,,267,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-01,742732.830236,,123,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-02,512725.7729758,103.07,195,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-03,443636.187975,103.34,213,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-04,423284.494993,103.27,236,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-05,359474.513823,103.17,1616,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-06,391266.125449,103.32,1264,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-07,557142.461024,,197,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-08,626026.956957,,215,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-09,415798.946041,105.09,199,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-10,351689.4229725,105.02,199,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-11,373828.16418,105.04,258,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-12,329408.06736,107.2,1979,False,0,0,0.0,True,False,False,False,True,False,False,False,False
2014-06-13,392308.374573,107.49,1335,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-14,622072.988944,,278,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-15,441279.9339945,,250,True,0,0,0.0,True,False,False,False,True,False,False,False,False
2014-06-16,447450.23987,107.52,338,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-17,380396.036044,106.95,380,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-18,373408.6641423,106.64,425,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-19,332280.93509600003,107.08,2359,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-20,369206.789547,107.95,1933,False,0,0,0.0,True,False,False,False,True,False,False,False,False
2014-06-21,538613.855166,,308,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-22,591184.1240535,,360,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-23,414929.6359765,106.83,237,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2014-06-24,340464.7450455,106.64,266,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-25,355342.398017,107.04,354,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2014-06-26,315798.180924,106.49,2168,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-27,370793.573429,106.46,2732,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-06-28,510870.81398,,425,False,0,0,0.0,True,False,False,False,True,False,False,False,False
2014-06-29,567218.8850125,,302,False,0,0,0.0,True,False,False,False,True,False,False,False,False
2014-06-30,429324.0552005,106.07,352,True,0,0,0.0,True,False,False,False,True,False,False,False,False
2014-07-01,720480.616788,106.06,2320,False,0,0,0.0,True,False,False,False,True,False,False,False,False
2014-07-02,747430.1471275,105.18,4310,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-07-03,583844.7207922,104.76,2383,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2014-07-04,595424.31324,104.76,4056,False,0,0,0.0,True,False,False,False,True,False,False,False,False
2014-07-05,817307.1101677,,610,False,0,0,0.0,True,False,False,False,True,False,False,False,False
2014-07-06,918276.596259,,583,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-07-07,638526.428909,104.19,492,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-07-08,557291.4975265,104.06,2183,False,0,0,0.0,True,False,False,False,True,False,False,False,False
2014-07-09,574451.409963,102.93,4281,False,0,0,0.0,True,False,False,False,True,False,False,False,False
2014-07-10,498047.54898,103.61,2465,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-07-11,535644.182793,101.48,4057,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-07-12,756698.7523004999,,568,False,0,0,0.0,True,False,False,False,True,False,False,False,False
2014-07-13,733653.779849,,720,False,0,0,0.0,True,False,False,False,True,False,False,False,False
2014-07-14,584867.15114,101.73,617,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-07-15,562860.0268329,100.56,2329,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-07-16,621336.4939885,101.88,4446,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-07-17,498221.7050971,103.84,2416,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-07-18,547619.0590519,103.83,4275,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-07-19,728988.226204,,759,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-07-20,776474.1180457,,636,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-07-21,600228.430008,105.34,592,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-07-22,530276.040011,104.59,2287,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-07-23,574168.635995,103.81,4459,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2014-07-24,484618.8170115,102.76,2425,False,0,0,0.0,True,True,False,False,False,False,False,False,False
2014-07-25,579767.285128,105.23,4395,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2014-07-26,688919.5500267,,673,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-07-27,747307.86662,,605,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-07-28,583936.68549,105.68,557,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-07-29,524743.3250017,104.91,2207,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-07-30,578056.965281,104.29,4640,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-07-31,532423.558194,98.23,2319,True,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-08-01,506826.7949305,97.86,4407,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-08-02,626533.637869,,506,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-08-03,625898.205888,,453,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-08-04,471173.304022,98.26,402,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-08-05,417197.476176,97.34,395,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2014-08-06,402914.370941,96.93,515,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-08-07,359701.53298899997,97.34,2310,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-08-08,397759.9389829,97.61,4308,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-08-09,496192.787084,,574,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-08-10,509681.7650025,,612,False,0,0,0.0,True,False,False,False,False,True,False,False,False
2014-08-11,409544.575013,98.09,530,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-08-12,353898.211991,97.36,488,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-08-13,372116.544964,97.57,623,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-08-14,340740.8170565,95.54,2331,False,0,0,0.0,False,False,False,False,False,False,False,False,True
2014-08-15,402631.8400593,97.3,4456,True,0,0,0.0,True,False,False,False,False,True,False,False,False
2014-08-16,533996.15517,,578,False,0,0,0.0,False,False,False,False,False,False,False,False,True
